  0.0000000E+00           0
   8.198558               1
   16.39712               2
   24.59567               9
   32.79423              12
   40.99279              26
   49.19135              30
   57.38991              37
   65.58846              48
   73.78703              61
   81.98558              80
   90.18414             108
   98.38270             136
   106.5813             147
   114.7798             212
   122.9784             203
   131.1769             269
   139.3755             286
   147.5741             314
   155.7726             374
   163.9712             363
   172.1697             422
   180.3683             448
   188.5668             498
   196.7654             537
   204.9640             553
   213.1625             642
   221.3611             649
   229.5596             728
   237.7582             741
   245.9567             793
   254.1553             858
   262.3539             918
   270.5524             945
   278.7510            1054
   286.9496            1085
   295.1481            1131
   303.3466            1130
   311.5452            1212
   319.7438            1246
   327.9423            1202
   336.1409            1325
   344.3395            1359
   352.5380            1513
   360.7366            1463
   368.9351            1620
   377.1337            1635
   385.3322            1603
   393.5308            1573
   401.7294            1766
   409.9279            1834
   418.1265            1837
   426.3250            1916
   434.5236            1891
   442.7221            1970
   450.9207            2055
   459.1193            2171
   467.3178            2321
   475.5164            2246
   483.7150            2321
   491.9135            2392
   500.1121            2459
   508.3106            2516
   516.5092            2557
   524.7077            2566
   532.9063            2670
   541.1049            2667
   549.3034            2718
   557.5020            2783
   565.7006            2808
   573.8991            2843
   582.0977            2974
   590.2962            2942
   598.4948            2960
   606.6933            3084
   614.8919            3175
   623.0904            3105
   631.2890            3079
   639.4875            3342
   647.6862            3230
   655.8846            3271
   664.0833            3249
   672.2818            3387
   680.4804            3364
   688.6790            3335
   696.8774            3440
   705.0760            3311
   713.2746            3427
   721.4731            3429
   729.6718            3499
   737.8702            3552
   746.0688            3483
   754.2674            3484
   762.4660            3510
   770.6645            3548
   778.8631            3377
   787.0616            3562
   795.2602            3578
   803.4587            3693
   811.6573            3663
   819.8558            3487
   828.0544            3627
   836.2530            3551
   844.4515            3704
   852.6501            3588
   860.8487            3591
   869.0472            3648
   877.2458            3673
   885.4443            3789
   893.6428            3681
   901.8414            3609
   910.0400            3693
   918.2386            3583
   926.4371            3559
   934.6356            3522
   942.8343            3515
   951.0328            3473
   959.2314            3383
   967.4299            3435
   975.6284            3461
   983.8270            3438
   992.0255            3333
   1000.224            3410
   1008.423            3125
   1016.621            3251
   1024.820            3154
   1033.018            3196
   1041.217            3102
   1049.415            3131
   1057.614            3055
   1065.813            3058
   1074.011            2972
   1082.210            3089
   1090.408            2936
   1098.607            2866
   1106.805            2913
   1115.004            2929
   1123.203            2736
   1131.401            2695
   1139.600            2746
   1147.798            2673
   1155.997            2653
   1164.195            2646
   1172.394            2546
   1180.592            2526
   1188.791            2428
   1196.990            2416
   1205.188            2376
   1213.387            2382
   1221.585            2352
   1229.784            2345
   1237.982            2191
   1246.181            2161
   1254.380            2171
   1262.578            2142
   1270.777            2046
   1278.975            2012
   1287.174            1967
   1295.372            1962
   1303.571            1938
   1311.769            1953
   1319.968            1831
   1328.167            1921
   1336.365            1781
   1344.564            1788
   1352.762            1759
   1360.961            1726
   1369.159            1739
   1377.358            1753
   1385.556            1689
   1393.755            1643
   1401.953            1520
   1410.152            1503
   1418.351            1483
   1426.549            1415
   1434.748            1376
   1442.946            1422
   1451.145            1335
   1459.344            1369
   1467.542            1380
