   1475.740            1358
   1483.939            1278
   1492.138            1235
   1500.336            1227
   1508.535            1160
   1516.733            1109
   1524.932            1129
   1533.130            1217
   1541.329            1081
   1549.528            1025
   1557.726             975
   1565.925             951
   1574.123             896
   1582.322             913
   1590.520             803
   1598.719             802
   1606.917             827
   1615.116             738
   1623.315             747
   1631.513             741
   1639.712             708
   1647.910             738
   1656.109             762
   1664.307             613
   1672.506             647
   1680.704             628
   1688.903             599
   1697.102             613
   1705.300             556
   1713.499             572
   1721.697             544
   1729.896             502
   1738.094             466
   1746.293             500
   1754.492             479
   1762.690             430
   1770.889             460
   1779.087             428
   1787.286             424
   1795.484             378
   1803.683             426
   1811.881             355
   1820.080             350
   1828.279             331
   1836.477             325
   1844.676             366
   1852.874             306
   1861.073             305
   1869.271             283
   1877.470             249
   1885.669             234
   1893.867             245
   1902.066             238
   1910.264             243
   1918.463             236
   1926.661             213
   1934.860             208
   1943.058             203
   1951.257             180
   1959.456             179
   1967.654             190
   1975.853             157
   1984.051             165
   1992.250             139
   2000.448             148
   2008.647             159
   2016.845             157
   2025.044             128
   2033.242             142
   2041.441             144
   2049.640             140
   2057.838             137
   2066.037             131
   2074.235             124
   2082.434             110
   2090.633             102
   2098.831             122
   2107.030              92
   2115.228              91
   2123.427              77
   2131.625              91
   2139.824              68
   2148.022              70
   2156.221              58
   2164.419              70
   2172.618              84
   2180.817              64
   2189.015              61
   2197.214              48
   2205.412              63
   2213.611              43
   2221.809              56
   2230.008              45
   2238.207              39
   2246.405              52
   2254.604              48
   2262.802              44
   2271.001              40
   2279.199              32
   2287.398              38
   2295.596              31
   2303.795              30
   2311.993              31
   2320.192              21
   2328.391              23
   2336.589              32
   2344.788              21
   2352.986              18
   2361.185              22
   2369.383              21
   2377.582              17
   2385.781              17
   2393.979              21
   2402.177              23
   2410.376              16
   2418.575              20
   2426.773              22
   2434.972              16
   2443.170              13
   2451.369              12
   2459.568              17
   2467.766              18
   2475.965              16
   2484.163              14
   2492.362              10
   2500.561              10
   2508.759               9
   2516.957              15
   2525.156              12
   2533.354              15
   2541.553               7
   2549.752              12
   2557.950               8
   2566.149               5
   2574.347              12
   2582.546              10
   2590.745              13
   2598.943              12
   2607.142               5
   2615.340               6
   2623.539               8
   2631.738               4
   2639.936               2
   2648.134               4
   2656.333               2
   2664.531               4
   2672.730               5
   2680.929               6
   2689.127               2
   2697.326               4
   2705.524               3
   2713.723               1
   2721.922               7
   2730.120               2
   2738.318               3
   2746.517               2
   2754.716               1
   2762.914               2
   2771.113               1
   2779.311               0
   2787.510               2
   2795.708               0
   2803.907               0
   2812.106               0
   2820.304               0
   2828.503               2
   2836.701               0
   2844.900               0
   2853.098               0
   2861.297               2
   2869.495               0
   2877.694               0
   2885.893               2
   2894.091               2
